c_aac180,样本数,SHAP均值,就业率,失业率
成都大学,2,-0.21476877464076224,0.5,0.5
成都师范学院,1,-0.13187961211068688,1.0,0.0
成都理工大学,2,-0.01756296803504472,1.0,0.0
成都理工大学广播影视学院,1,-0.11843935355520241,1.0,0.0
成都电子科技大学,1,-0.1596278963834808,1.0,0.0
护理学院,1,-0.1413122356732973,0.0,1.0
文华学院,13,0.08262604430333753,0.8461538461538461,0.15384615384615385
文华学院/2018,1,-0.14503939675572192,1.0,0.0
文华学院工程,1,-0.10371106665764321,1.0,0.0
文华学院（原华中科技大学文华学院）,1,-0.06825919975171883,1.0,0.0
新疆医科大学临床医学（5年）,1,-0.0749596602806615,1.0,0.0
新疆艺术学校,1,-0.14674662273797298,1.0,0.0
新疆艺术学院,1,-0.1382658538792935,1.0,0.0
新疆艺术学院广播电视编导专业,1,-0.22751422064276547,0.0,1.0
无,2,-0.015563937478900995,1.0,0.0
昆明医科大学海源学院,2,-0.17906518092819684,0.5,0.5
景德镇陶瓷大学科技艺术学院/2019,1,-0.1485141100233891,1.0,0.0
暨南大学,1,-0.24245603896130907,0.0,1.0
曼彻斯特大学,1,-0.1878972728925671,0.0,1.0
本科,1,-0.1339453928559645,0.0,1.0
杭州电子科技大学,1,-0.12827938988262003,1.0,0.0
枝江二中,1,-0.08762413017031209,0.0,1.0
枝江市第二高级中学,1,-0.251032304149416,0.0,1.0
枝江市职教中心,1,-0.12967378480019484,0.0,1.0
枝江电大,1,-0.1992401632515596,1.0,0.0
桂林理工大学,2,-0.05102225858207845,1.0,0.0
桂林电子科技大学信息科技学院,3,0.0923238075185119,1.0,0.0
榆林学院,1,-0.13882546200815712,1.0,0.0
武昌工学院,16,0.08084630567979828,0.875,0.125
武昌工学院/2015,1,-0.30447704111656476,0.0,1.0
武昌工学院/2019,3,0.10909414668836558,1.0,0.0
武昌工学院/土木工程,2,-0.038918741515601325,1.0,0.0
武昌理工学院,24,0.08150872331553818,0.875,0.125
武昌理工学院/2016,1,-0.15033791165891258,1.0,0.0
武昌理工学院/2017,1,-0.12396794270483481,1.0,0.0
武昌理工学院/2018,1,-0.14651746327371812,1.0,0.0
武昌理工学院/2019,1,-0.1464401033388922,1.0,0.0
武昌理工学院环境艺术设计,1,-0.11971775423411708,1.0,0.0
武昌职业分院,1,-0.16065311786626374,1.0,0.0
武昌职业学院,8,-0.006352706049877021,0.875,0.125
武昌职业学院/2018,3,0.11073826181539476,1.0,0.0
武昌首义学院,12,0.22536980968132303,0.9166666666666666,0.08333333333333337
武昌首义学院/2018,2,-0.04433582315749771,1.0,0.0
武汉,2,-0.017565248382485823,1.0,0.0
武汉东湖学院,28,-0.018762292794891722,0.75,0.25
武汉东湖学院/2016,1,-0.12720177802897897,1.0,0.0
武汉东湖学院/2018,2,-0.22187747094610497,0.5,0.5
武汉东湖学院/2019,2,-0.04935938957710166,1.0,0.0
武汉东湖学院视觉传达设计专业,2,-0.17976188893562067,0.5,0.5
武汉交通学院,1,-0.2743174139849236,0.0,1.0
武汉交通职业学院,37,-0.03334698520407204,0.7297297297297297,0.2702702702702703
武汉交通职业学院/2010,1,-0.15680959530926633,0.0,1.0
武汉交通职业学院/2016,1,-0.15040042965272848,1.0,0.0
武汉交通职业学院/2018,1,-0.13552721825671588,1.0,0.0
武汉交通职业学院/2019,5,0.1623735976303859,1.0,0.0
武汉交通职业学院继续教育学院/2016,1,-0.2356945012392006,0.0,1.0
武汉交通职业技术学院,4,-0.12324024451096442,0.25,0.75
武汉传媒学院,1,-0.11260839383514919,1.0,0.0
武汉体育学院,12,0.016941491493084198,0.8333333333333334,0.16666666666666663
武汉体育学院/2016,1,-0.14395902313000383,1.0,0.0
武汉体育学院体育科技学院,12,0.012317055510011693,0.8333333333333334,0.16666666666666663
武汉体育学院体育科技学院/2017,1,-0.14882476131268893,1.0,0.0
武汉信息传播职业技术学院,12,-0.003377318918863442,0.8333333333333334,0.16666666666666663
武汉信息传播职业技术学院/2016,1,-0.262475423456649,0.0,1.0
武汉信息传播职业技术学院/2019,1,-0.2102586624825555,1.0,0.0
武汉光谷职业学院/2019,1,-0.14198209177525437,1.0,0.0
武汉军械士官学校,1,-0.166277265198544,1.0,0.0
武汉冶金管理干部学院,4,-0.16258314687407935,0.5,0.5
武汉化工学院,1,-0.19575022737224204,1.0,0.0
武汉华中农业大学,1,-0.1537675318609209,1.0,0.0
武汉华中师范大学,1,-0.12690735248860657,1.0,0.0
武汉华夏学院,1,-0.11944045510209587,1.0,0.0
武汉华夏理工学院,9,-0.13302773505207868,0.6666666666666666,0.33333333333333337
武汉商业服务学院,4,0.14637622910305942,1.0,0.0
武汉商学院,31,0.00741033415950818,0.7741935483870968,0.22580645161290325
武汉商学院/2015,1,-0.15010602003751433,1.0,0.0
武汉商贸技术学院,1,-0.24886055688308023,0.0,1.0
武汉商贸职业学院,13,0.21613888655720892,0.9230769230769231,0.07692307692307687
武汉商贸职业学院/2017,1,-0.18678577922847345,0.0,1.0
武汉城市建设学院,1,-0.1667928086294255,1.0,0.0
武汉城市建设职业技术学院,1,-0.15562546789040213,1.0,0.0
武汉城市职业学院,10,-0.013072607201363324,0.8,0.19999999999999996
武汉城市职业学院/2016,1,-0.25211529931875654,0.0,1.0
武汉外语外事职业学院,9,0.05458295406128299,0.8888888888888888,0.11111111111111116
武汉大学,22,0.25116814696233053,0.9090909090909091,0.09090909090909094
武汉大学东湖分校,10,-0.009781718323680777,0.8,0.19999999999999996
武汉大学医学职业技术学院,1,-0.10145828381116055,1.0,0.0
武汉大学新闻传播学院,1,-0.11755846441151037,0.0,1.0
武汉大学珞珈学院,5,-0.09265562593496386,0.8,0.19999999999999996
武汉大学珞珈学院/2017,1,-0.13337472578296014,1.0,0.0
武汉大学珞珈学院/2019,1,-0.13690171031784085,1.0,0.0
武汉大学科技情报学院,1,-0.09454119485663372,0.0,1.0
武汉学院,8,0.005714377065408517,0.875,0.125
武汉学院(原中南财经政法大学武汉学院),3,0.11525403793764884,1.0,0.0
武汉学院/2019,1,-0.1464401033388922,1.0,0.0
武汉学院会计学,1,-0.11791715464197114,1.0,0.0
武汉工业大学商务学院,1,-0.12818856828968586,1.0,0.0
武汉工业学院,11,-0.004017234851361957,0.8181818181818182,0.18181818181818177
武汉工业学院工商学院,2,-0.022916464068431973,1.0,0.0
武汉工业职业技术学院,8,-0.004028196247366274,0.875,0.125
武汉工商学院,37,0.02446460764225648,0.7837837837837838,0.21621621621621623
武汉工商学院/2018,3,-0.2333203260921897,0.6666666666666666,0.33333333333333337
武汉工商学院/2019,2,-0.23852088826668988,0.5,0.5
武汉工商学院旅游管理,1,-0.1987375266209441,0.0,1.0
武汉工商学院财务管理,1,-0.1276515774541066,1.0,0.0
武汉工学院,1,-0.11302117892930516,1.0,0.0
武汉工程大学,49,0.10318191050133056,0.8571428571428571,0.1428571428571429
武汉工程大学/2015,1,-0.15040042965272848,1.0,0.0
武汉工程大学邮电与信息工程学院,7,0.19830803020231266,1.0,0.0
武汉工程大学邮电与信息工程学院/2018,2,-0.04390720090887108,1.0,0.0
武汉工程学院,2,-0.02778504013434906,1.0,0.0
武汉工程技术学院,2,-0.04163037166757127,1.0,0.0
武汉工程科技学院,9,0.06835433906539085,0.8888888888888888,0.11111111111111116
武汉工程科技学院/2018,2,-0.029230346642130485,1.0,0.0
武汉工程职业技术学院,22,0.021912465088208696,0.8181818181818182,0.18181818181818177
武汉工程职业技术学院/2012,1,-0.16343582105749221,1.0,0.0
武汉工程职业技术学院/2017,1,-0.1471198551329009,1.0,0.0
武汉工程职业技术学院/2019,3,0.09985047222499899,1.0,0.0
武汉工贸职业学院,2,-0.05144543025262724,1.0,0.0
武汉市工程大学,1,-0.09862863261334931,1.0,0.0
武汉市江夏区阳光大道11号,1,-0.09877585704538258,1.0,0.0
武汉市江汉大学,1,-0.20509141054854566,1.0,0.0
武汉市警官职业学院,1,-0.15247817563975885,1.0,0.0
武汉弘博软件职业培训学校,1,-0.14306866720867217,1.0,0.0
武汉文理学院,2,-0.18277741476458367,0.5,0.5
武汉族工程职业技术学院,1,-0.166277265198544,1.0,0.0
武汉晴川学院,9,0.08213216679515149,0.8888888888888888,0.11111111111111116
武汉枝术科技学院,1,-0.17359521423404736,1.0,0.0
武汉民政职业学校,1,-0.1365023674664801,1.0,0.0
武汉民政职业学院,5,-0.10298108393417194,0.8,0.19999999999999996
武汉民政职业技术学院,1,-0.126602595306955,1.0,0.0
武汉汽车工业大学,1,-0.14123537168281744,1.0,0.0
武汉理工,1,-0.14882476131268893,1.0,0.0
武汉理工大学,28,0.07500726367308803,0.8571428571428571,0.1428571428571429
武汉理工大学交通学院,1,-0.11260839383514919,1.0,0.0
武汉理工大学华夏学院,11,-0.08550255703135021,0.7272727272727273,0.2727272727272727
武汉理工大学华夏学院/2015,1,-0.15704806341566252,1.0,0.0
武汉理工大学华夏学院/2019,2,-0.046521804907910594,1.0,0.0
武汉理工学院,1,-0.16504471616724115,1.0,0.0
武汉理工网络学院,1,-0.1510369934484302,1.0,0.0
武汉生态工程职业技术学院,1,-0.22882143265521881,0.0,1.0
武汉生物工程学院,60,0.10869426131684094,0.8333333333333334,0.16666666666666663
武汉生物工程学院/2018,1,-0.15925308041791097,1.0,0.0
武汉生物工程学院/2019,3,0.0765690792870158,1.0,0.0
武汉生物工程学院商务英语,1,-0.07191160185972939,1.0,0.0
武汉电力职业技术学院,5,-0.18072381474981764,0.6,0.4
武汉知行学院,1,-0.14806959859818167,1.0,0.0
武汉科技大学,56,0.26376832590735166,0.9107142857142857,0.0892857142857143
武汉科技大学/2015,1,-0.1679893891190109,1.0,0.0
武汉科技大学/2018,2,-0.03911778241361638,1.0,0.0
武汉科技大学/2018（自考）,1,-0.10675259384447762,1.0,0.0
武汉科技大学/2019,3,0.096166565330419,1.0,0.0
武汉科技大学中南分校,2,-0.02932871898094068,1.0,0.0
武汉科技大学城市学院,31,0.12247253308471308,0.8709677419354839,0.12903225806451613
武汉科技大学城市学院/2017,1,-0.29107880502057804,0.0,1.0
武汉科技大学城市学院/2019,2,-0.05193493836966945,1.0,0.0
武汉科技学院,4,-0.1125944926068592,0.75,0.25
武汉科技职业学院,2,-0.05832138794244818,1.0,0.0
武汉科技职业技术学院,1,-0.18748553984412622,0.0,1.0
武汉纺织大学,34,0.08051721807114161,0.8529411764705882,0.1470588235294118
武汉纺织大学/2019,1,-0.15279820689937249,1.0,0.0
武汉纺织大学外经贸学,1,-0.13517557894334992,1.0,0.0
武汉纺织大学外经贸学院,7,-0.035670859798103166,0.8571428571428571,0.1428571428571429
武汉纺织大学外贸经贸学院,2,-0.1807200273631353,0.5,0.5
武汉纺织职业技术学院,1,-0.28185190333111554,0.0,1.0
武汉经济学院,1,-0.13096236969312466,1.0,0.0
武汉经济管理专修学院,1,-0.1699938590538644,1.0,0.0
武汉经济管理干部学院,1,-0.09967611237020303,1.0,0.0
武汉职业技术学院,46,0.13115916908679168,0.8695652173913043,0.13043478260869568
武汉职业技术学院/2017,1,-0.14882476131268893,1.0,0.0
武汉职业技术学院/2018,2,-0.019289585065098116,1.0,0.0
武汉职业技术学院/2019,2,-0.17431137429414112,0.5,0.5
武汉职业技术学院服装设计,1,-0.079659985755018,1.0,0.0
武汉职业技术学院酒店管理专业,2,0.0032913001322051076,1.0,0.0
武汉职院计算机系,1,-0.2119175033049917,0.0,1.0
武汉航海职业技术学院,8,-0.008406596350544214,0.875,0.125
武汉航海职业技术学院/2018,1,-0.2512117170024067,0.0,1.0
武汉船舶技术职业学院,1,-0.14611287364568917,1.0,0.0
武汉船舶职业技术学,1,-0.22684904797048352,0.0,1.0
武汉船舶职业技术学校,1,-0.16437186933625333,1.0,0.0
武汉船舶职业技术学院,27,0.06268415738256593,0.8518518518518519,0.14814814814814814
武汉船舶职业技术学院/2009,1,-0.19214971881792203,1.0,0.0
武汉船舶职业技术学院/2014,1,-0.18235343669445456,1.0,0.0
武汉船舶职业技术学院/2016,1,-0.15040042965272848,1.0,0.0
武汉船舶职业技术学院/2017,2,-0.2458820322754675,0.5,0.5
武汉船舶职业技术学院/2018,1,-0.1379608750521624,1.0,0.0
武汉船舶职业技术学院/2019,2,-0.017164095838225615,1.0,0.0
武汉警官职业学院,7,0.194003215172367,1.0,0.0
武汉警官职业学院/2016,1,-0.2792635686330447,0.0,1.0
武汉警官职业学院/2019,5,-0.19017474560561126,0.6,0.4
武汉设计工程学院,5,-0.07994996480014993,0.8,0.19999999999999996
武汉财税学院,1,-0.09404800030829387,1.0,0.0
武汉转件职业技术学院,1,-0.15010602003751433,1.0,0.0
武汉软件工程职业学院,21,0.0045900392463810846,0.8095238095238095,0.19047619047619047
武汉软件工程职业学院/2017,1,-0.30447704111656476,0.0,1.0
武汉软件工程职业学院/2018,1,-0.15040042965272848,1.0,0.0
武汉软件工程职业学院/2019,1,-0.1379608750521624,1.0,0.0
武汉软件工程职业技术学院,1,-0.15010602003751433,1.0,0.0
武汉软件职业工程学院,1,-0.24665814894088803,0.0,1.0
武汉软件职业技术学院,1,-0.08880704251581516,1.0,0.0
武汉轻工业大学,2,-0.02927121474749706,1.0,0.0
武汉轻工大学,17,0.019171366727073695,0.8235294117647058,0.17647058823529416
武汉轻工大学/2019,1,-0.131368577453324,1.0,0.0
武汉金融高等专科学校,1,-0.13079473627950383,0.0,1.0
武汉铁路学院,2,-0.026760607591949568,1.0,0.0
武汉铁路桥梁职业学院,4,-0.09900970228216806,0.75,0.25
武汉铁路职业技术学院,8,0.2175082042768487,1.0,0.0
武汉铁路职业技术学院/2016,1,-0.17860940644998335,1.0,0.0
武汉长江大学,1,-0.1498789032488904,1.0,0.0
武汉长江工商学院英语专业,1,-0.14081829854094158,1.0,0.0
武汉长江职业学院,1,-0.13397290832948297,1.0,0.0
武汉音乐学院,13,-0.1461908906227436,0.6153846153846154,0.3846153846153846
武汉音乐学院/2019,2,-0.027951563199684306,1.0,0.0
武汉食品工业学院,2,-0.03576421622155471,1.0,0.0
武汉高校,2,-0.2460019369427207,0.5,0.5
武科城市学院,1,-0.12772937213083907,1.0,0.0
武警工程大学,1,-0.1248397686892413,1.0,0.0
毕业学校,1,-0.14595341145537438,0.0,1.0
水月寺中学,1,-0.16836816487496117,1.0,0.0
汉口学院,15,0.30129619459830687,1.0,0.0
汉口学院/2019,1,-0.13577254617511972,1.0,0.0
汉口油田大学,1,-0.20105321818890184,0.0,1.0
汉江师范学院,13,-0.07764862973735205,0.6923076923076923,0.3076923076923077
江汉,1,-0.1752279939691179,1.0,0.0
江汉大学,19,0.242380982160085,0.9473684210526315,0.052631578947368474
江汉大学文理学院,12,0.006991514667457032,0.8333333333333334,0.16666666666666663
江汉大学文理学院/2019,5,0.1581923644924294,1.0,0.0
江汉大学计算机应用,1,-0.14825278544611403,1.0,0.0
江汉艺术职业学院,13,0.03412432953266536,0.8461538461538461,0.15384615384615385
江汉艺术职业学院/2018,1,-0.18243577497111424,1.0,0.0
江苏食品职业技术学院,1,-0.16220409481955828,1.0,0.0
江西大宇职业技术学院,3,-0.1758790467010982,0.6666666666666666,0.33333333333333337
江西工业工程学院,1,-0.12509979643446908,1.0,0.0
江西师范大学,1,-0.1471198551329009,1.0,0.0
江西师范大学科学技术学院,1,-0.14511898837750695,1.0,0.0
江西应用科技学院,3,0.10584298861429202,1.0,0.0
江西服装学院,1,-0.10373230735620376,1.0,0.0
江西服装学院/2015,1,-0.2356945012392006,0.0,1.0
江西理工大学,2,-0.027208279984112745,1.0,0.0
江西理工大学/2018,1,-0.1469042622702533,1.0,0.0
江西科技学院,1,-0.15040042965272848,1.0,0.0
江西科技师范大学,2,0.003287880857039181,1.0,0.0
江西科技师范学院,1,-0.19263162179714963,0.0,1.0
江西经济管理专修学院,1,-0.14234207778527902,0.0,1.0
江西蓝天学院,2,-0.02285693184771915,1.0,0.0
江西财经大学/2019,1,-0.1515310164116923,1.0,0.0
沈阳药科大学,1,-0.14841970658043008,1.0,0.0
沙市职业大学,2,-0.04328287740009372,1.0,0.0
河北地质大学华信学院,1,-0.1276515774541066,1.0,0.0
河北大学工商学院,1,-0.1475615692576656,1.0,0.0
河北工业大学城市学院,1,-0.378929656641089,0.0,1.0
河北工业大学建筑与艺术设计学院,1,-0.13685201475045364,1.0,0.0
河北工程大学,1,-0.1348969911726418,1.0,0.0
河北师范大学,1,-0.07337357137030495,1.0,0.0
河北科技师范学院/2019,1,-0.15040042965272848,1.0,0.0
河北联合大学轻工学院,1,-0.19096691718796763,0.0,1.0
河南大学,1,-0.08117232281458162,1.0,0.0
河南理工大学,2,-0.02778380165793639,1.0,0.0
河南理工大学/2018,1,-0.1415150552711423,1.0,0.0
河南财经政法大学,1,-0.13125463646234212,1.0,0.0
洛阳师范学院,1,-0.09809110776927783,1.0,0.0
洛阳理工学院/2016,1,-0.1310759068006846,1.0,0.0
济南大学,1,-0.09370559882322467,1.0,0.0
济宁医学院,1,-0.373749658660801,0.0,1.0
浙江传媒学院,2,-0.2142859536810006,0.5,0.5
浙江大学,1,-0.15174528498453996,0.0,1.0
浙江师范大学,1,-0.24141994019336807,0.0,1.0
浙江理工大学,1,-0.17326638401564184,0.0,1.0
浙江科技学院,1,-0.13229594471961562,1.0,0.0
浙江绍兴文理学院,1,-0.25211529931875654,0.0,1.0
海军飞行学院,1,-0.1269255811267052,1.0,0.0
海南医学院/2018,1,-0.30447704111656476,0.0,1.0
海南大学,2,-0.16437797702351956,0.5,0.5
海南大学/2019,1,-0.12858062193548253,1.0,0.0
海南师范大学,7,0.18297281793718656,1.0,0.0
海南热带海洋学院,1,-0.10695596875943433,1.0,0.0
淮北职业技术学院,1,-0.1510369934484302,1.0,0.0
淮海工学院/2018,1,-0.1657102342584554,1.0,0.0
淮阴工学院,1,-0.09638489300588188,0.0,1.0
淮阴师范学院,1,-0.09300830068298346,1.0,0.0
深圳大学,1,-0.16220409481955828,1.0,0.0
湖北三峡三峡职业技术学院,1,-0.15040042965272848,1.0,0.0
湖北三峡学院,2,-0.11614390634780955,0.5,0.5
湖北三峡技师学院,1,-0.14727898300030218,1.0,0.0
湖北三峡技术学院,1,-0.15032662390986945,1.0,0.0
湖北三峡职业技术学校,3,-0.16549115958026414,0.6666666666666666,0.33333333333333337
湖北三峡职业技术学院,266,0.3046493100336857,0.8909774436090225,0.10902255639097747
湖北三峡职业技术学院 ,1,-0.11607766835863093,1.0,0.0
湖北三峡职业技术学院/2014,1,-0.2792635686330447,0.0,1.0
湖北三峡职业技术学院/2016,5,-0.3069842057116624,0.2,0.8
湖北三峡职业技术学院/2017,6,-0.297096645973215,0.3333333333333333,0.6666666666666667
湖北三峡职业技术学院/2018,13,0.06707497781409179,0.8461538461538461,0.15384615384615385
湖北三峡职业技术学院/2019,26,0.12063006566359034,0.8846153846153846,0.11538461538461542
湖北三峡职业技术学院2016－06－30,3,-0.18040807093704778,0.6666666666666666,0.33333333333333337
湖北三峡职业技术学院　　,1,-0.13765556179831218,1.0,0.0
湖北三峡职业技术学院会计专业,1,-0.14469625831236155,1.0,0.0
湖北三峡职业技术学院康复治疗技术,1,-0.12061259520513758,1.0,0.0
湖北三峡职业技术学院护理,1,-0.12061259520513758,1.0,0.0
湖北三峡职业技术学院护理专科,1,-0.16921819510814012,1.0,0.0
湖北三峡职业技术学院护理学,1,-0.13090731692151683,1.0,0.0
湖北三峡职业技术学院机电一体化专业,1,-0.3261286472651739,1.0,0.0
湖北三峡职业技术学院连锁经营管理专业,1,-0.21652496058513188,0.0,1.0
湖北三峡职院,3,0.11964296923727924,1.0,0.0
湖北三峡高级技工学院,1,-0.12376280912590835,1.0,0.0
湖北中医大学,1,-0.2706759654688365,0.0,1.0
湖北中医学院,3,0.13852433838563058,1.0,0.0
湖北中医药大学,24,0.24985671955526587,0.9166666666666666,0.08333333333333337
湖北中医药大学/2018,1,-0.13676071025983827,1.0,0.0
湖北中医药大学/2019,3,0.12181051137373011,1.0,0.0
湖北中医药大学医学检验,1,-0.1412099662424521,0.0,1.0
湖北中医药高等专科学校,22,0.2875228678959356,0.9545454545454546,0.045454545454545414
湖北中医药高等专科学校/2019,3,0.09930095045162098,1.0,0.0
湖北中医药高等专科学校临床医学,1,-0.12256876996631234,1.0,0.0
湖北中医药高等专科院校,1,-0.1667941823910276,1.0,0.0
湖北中医药高等转科学院,1,-0.13090731692151683,1.0,0.0
湖北二师,1,-0.1522030780448977,1.0,0.0
湖北交通技术学院,1,-0.18182887262869246,0.0,1.0
湖北交通职业技术学校,1,-0.1485989639878332,1.0,0.0
湖北交通职业技术学院,27,-0.04287046183274189,0.7407407407407407,0.2592592592592593
湖北交通职业技术学院/2018,1,-0.14198209177525437,1.0,0.0
湖北仙桃职业学院,1,-0.23029726678795112,0.0,1.0
湖北仙桃职业技术学院,1,-0.22188282338257637,0.0,1.0
湖北体育职业学院,1,-0.15627455214240207,1.0,0.0
湖北农学院,1,-0.10849546695075477,1.0,0.0
湖北函授大学,1,-0.12249518124946933,1.0,0.0
湖北医药学院,8,-0.505924270372912,0.25,0.75
湖北医药学院/2019,2,-0.25677165170332705,0.5,0.5
湖北医药学院药护学院,3,-0.18076515285807504,0.6666666666666666,0.33333333333333337
湖北医药学院药护学院 公共事业管理,1,-0.12256858071598725,1.0,0.0
湖北医药学院药护学院/2018,2,-0.21759033420498364,0.5,0.5
湖北医药学院药护学院/2019,2,-0.018142126681573903,1.0,0.0
湖北咸宁职业技术学院,1,-0.19528331196233997,1.0,0.0
湖北咸宁财税会计学校,1,-0.13957825184746653,1.0,0.0
湖北商业学,1,-0.19327474751887075,0.0,1.0
湖北商业高等专科学校,1,-0.14839968901333087,0.0,1.0
湖北商贸学院,18,0.061469840764612954,0.8333333333333334,0.16666666666666663
湖北商贸学院/2018,1,-0.1313039955503315,1.0,0.0
湖北商贸学院/2019,2,-0.1831882282158757,0.5,0.5
湖北国土资源职业学院,9,0.25067222098859915,1.0,0.0
湖北国土资源职业技术学院,2,-0.143013792521353,0.5,0.5
湖北城市建设学院,1,-0.19105415077782148,1.0,0.0
湖北城市建设职业技术学院,12,0.21902309019555213,0.9166666666666666,0.08333333333333337
湖北城市建设职业技术学院/2019,1,-0.1379608750521624,1.0,0.0
湖北城市建设职院,1,-0.07191160185972939,1.0,0.0
湖北城市职业建设学院,1,-0.2356945012392006,0.0,1.0
湖北大学,49,-0.04476402588801801,0.6326530612244898,0.36734693877551017
湖北大学/2016,1,-0.11607766835863093,1.0,0.0
湖北大学/2017,1,-0.1838446042517143,1.0,0.0
湖北大学/2019,1,-0.2999375481356629,0.0,1.0
湖北大学商学院,1,-0.11260839383514919,1.0,0.0
湖北大学应用化学专业,1,-0.1228792994644085,1.0,0.0
湖北大学知行学院,35,0.09418841779687474,0.8571428571428571,0.1428571428571429
湖北大学知行学院/2016,1,-0.15964384482148763,1.0,0.0
湖北大学职业技术学院,2,-0.06495381127804663,1.0,0.0
湖北大学行知学院,1,-0.10437325620688306,1.0,0.0
湖北学校,40,0.0163569420063584,0.775,0.22499999999999998
湖北工业大学,27,-0.06496240940054039,0.7407407407407407,0.2592592592592593
湖北工业大学商贸学院,9,0.07568727869215643,0.8888888888888888,0.11111111111111116
湖北工业大学商贸学院/2011,1,-0.14289380231869356,1.0,0.0
湖北工业大学工程技术学院,17,-0.08225113208591092,0.7058823529411765,0.2941176470588235
湖北工业大学工程技术学院/2018,2,-0.20639045549149185,0.5,0.5
湖北工业学院,1,-0.17926279085008887,1.0,0.0
湖北工业工程技术学院,1,-0.2130953987049758,0.0,1.0
湖北工业职业技术学院,6,-0.1496529585319135,0.6666666666666666,0.33333333333333337
湖北工学院,3,0.07203717509875536,1.0,0.0
湖北工程学院,16,0.22669840803376223,0.9375,0.0625
湖北工程学院新技术学院,10,0.31407205025732876,1.0,0.0
湖北工程学院新技术学院/2019,1,-0.09021917282679809,1.0,0.0
湖北工程职业学院/2018,1,-0.1860144386005291,1.0,0.0
湖北师范大学,38,0.3820199355733918,0.9473684210526315,0.052631578947368474
湖北师范大学文理学院,15,0.22745476704106812,0.9333333333333333,0.06666666666666665
湖北师范学院,11,0.2941679721698558,1.0,0.0
湖北师范学院文理学院,5,0.1424092512212251,1.0,0.0
湖北幼儿师范,2,-0.0663534866717078,1.0,0.0
湖北幼儿师范高等专科学校,8,-0.07987039020269707,0.75,0.25
湖北幼儿师范高等专科学校/2018,1,-0.12808446492673517,1.0,0.0
湖北广播电视大学,27,-0.005771884489604053,0.6666666666666666,0.33333333333333337
湖北开放学院,1,-0.1255376350170731,1.0,0.0
湖北开放职业学院,4,-0.11128098299803214,0.75,0.25
湖北教育学院,4,-0.12950685509482096,0.5,0.5
湖北文理学院,27,0.008560063570341206,0.7777777777777778,0.2222222222222222
湖北文理学院/2018,1,-0.13536000367666798,1.0,0.0
湖北文理学院/2019,1,-0.12256876996631234,1.0,0.0
湖北文理学院理工学院,9,-0.1538720985877704,0.4444444444444444,0.5555555555555556
湖北文理学院理工学院/2018,3,0.0897147826248597,1.0,0.0
湖北枝江市第二高级中学,1,-0.1482189909080672,0.0,1.0
湖北武汉学院,1,-0.15153585234700923,1.0,0.0
湖北民族大学,23,0.03751899423072139,0.8260869565217391,0.17391304347826086
湖北民族大学/2019,1,-0.14459096017314918,1.0,0.0
湖北民族大学社会体育指导与管理,1,-0.18634557781759295,1.0,0.0
湖北民族大学科技学院,15,0.056761182037607584,0.8666666666666667,0.1333333333333333
湖北民族大学科技学院/2019,2,-0.0809467195374067,1.0,0.0
湖北民族学院,25,0.12036074649982695,0.88,0.12
湖北民族学院/2016,1,-0.11366744092962723,1.0,0.0
湖北民族学院/2017,1,-0.2999375481356629,0.0,1.0
湖北民族学院/2018,2,-0.25034558305276305,0.5,0.5
湖北民族学院化工,1,-0.10922692790372385,1.0,0.0
湖北民族学院科技学院,14,-0.08822365528343847,0.7142857142857143,0.2857142857142857
湖北民院,1,-0.10586259705147796,1.0,0.0
湖北民院科技学院,1,-0.1610693093074956,1.0,0.0
湖北水利水电技术学院,1,-0.16343582105749221,1.0,0.0
湖北水利水电职业技术学院,15,0.20307963897816447,0.9333333333333333,0.06666666666666665
湖北水利水电职业技术学院/2016,1,-0.1253323452342768,1.0,0.0
湖北水利水电职业技术学院/2017,1,-0.14882476131268893,1.0,0.0
湖北江汉艺术职业学院,1,-0.19763076589738385,0.0,1.0
湖北汽车工业学院,9,-0.09504509700584422,0.6666666666666666,0.33333333333333337
湖北汽车工业学院科技学院,1,-0.131169148199333,1.0,0.0
湖北汽车职业技术学院,1,-0.14737100485063565,1.0,0.0
湖北沙洋师范高等专科学校,1,-0.11409757654204154,0.0,1.0
湖北理工学院,27,0.04614966603781263,0.8148148148148148,0.18518518518518523
湖北生态工程职业学院,1,-0.12331084735343106,1.0,0.0
湖北生态工程职业技术学院,15,-0.008045828005980606,0.8,0.19999999999999996
湖北生态工程职业技术学院/2017,1,-0.14882476131268893,1.0,0.0
湖北生态工程职业技术学院/2019,1,-0.15010602003751433,1.0,0.0
湖北生物科技职业学院,25,-0.07680474019948703,0.64,0.36
湖北生物科技职业学院/2017,2,-0.021139221228439406,1.0,0.0
湖北生物科技职业学院/2019,1,-0.25211529931875654,0.0,1.0
湖北生物科技职业技术学院,1,-0.15040042965272848,1.0,0.0
湖北电大,2,-0.09871888874599564,0.0,1.0
湖北电工学院,1,-0.13483929359615243,1.0,0.0
湖北省,1,-0.14656434629631515,1.0,0.0
湖北省三峡职业技术学院,3,-0.1436060132684854,0.6666666666666666,0.33333333333333337
湖北省中医药高等专科学院,1,-0.12677745877130883,1.0,0.0
湖北省党校,1,-0.15015929957909996,1.0,0.0
湖北省国防科学技术工业理工大学,1,-0.21220143334469374,1.0,0.0
湖北省委党校,1,-0.12718290174617822,1.0,0.0
