c_aac180,样本数,SHAP均值,就业率,失业率
三峡职业职业技术学院,1,-0.11381391420366245,1.0,0.0
三峡职院,5,-0.13232987887311531,0.6,0.4
三峡职院技术学院,7,0.20347078491723192,1.0,0.0
三峡职院电子信息学院,4,0.1533255250869155,1.0,0.0
三职,3,0.11323446479285533,1.0,0.0
三职机电工程学院,6,-0.04204281297599935,0.8333333333333334,0.16666666666666663
三职经济管理,1,-0.06668831896706223,1.0,0.0
上海交通大学,1,-0.12212652915911525,1.0,0.0
上海医疗器械高等专科学校,1,-0.15397878256279166,0.0,1.0
上海工程技术大学,2,-0.007548459145882797,1.0,0.0
上海建桥学院,1,-0.11260839383514919,1.0,0.0
上海第二工业大学,1,-0.14289380231869356,1.0,0.0
上海视觉艺术学院/2018,1,-0.2687838151438563,0.0,1.0
上海金融学院,1,-0.1344168745549132,1.0,0.0
东北农业大学,1,-0.0607588967929096,1.0,0.0
东北大学,1,-0.11110915463996147,1.0,0.0
东北师范大学,1,-0.15628255059480656,1.0,0.0
东北石油大学,1,-0.1438238520418753,1.0,0.0
东北财经大学,1,-0.1260595365520963,1.0,0.0
东华理工大学,1,-0.14203433565911774,0.0,1.0
东华理工大学/2019,1,-0.13334242165854046,1.0,0.0
东湖学院,1,-0.2197142300228343,0.0,1.0
东莞理工学院城市学院,1,-0.16869086982401127,1.0,0.0
中共湖北省委党校,1,-0.1251512802243548,1.0,0.0
中共湖北省委党校函授学院/2004,1,-0.14614043245514063,1.0,0.0
中北大学,2,-0.16897615945762107,0.5,0.5
中华女子学院,2,-0.16569665295503858,0.5,0.5
中南大学,1,-0.1449858925802495,1.0,0.0
中南大学交通运输,3,-0.17027113104025146,0.6666666666666666,0.33333333333333337
中南政法学院,2,-0.018691488277814253,1.0,0.0
中南林业科技大学,3,0.08539315903119783,1.0,0.0
中南民族大学,17,0.002666000819445174,0.8235294117647058,0.17647058823529416
中南民族大学/2019,1,-0.14658110339689476,1.0,0.0
中南民族大学工商学院,9,-0.08415747903940639,0.6666666666666666,0.33333333333333337
中南财大,2,-0.02489048651770167,1.0,0.0
中南财大武汉学院,1,-0.32455044492160184,0.0,1.0
中南财经政法大学,26,-0.029247662559788036,0.7692307692307693,0.23076923076923073
中南财经政法大学/2017,1,-0.1308607668168222,1.0,0.0
中南财经政法大学会计学,1,-0.11791715464197114,1.0,0.0
中南财经政法大学武,1,-0.11260839383514919,1.0,0.0
中南财经政法大学武汉学院,13,0.06735343783365867,0.8461538461538461,0.15384615384615385
中南财经政法大学武汉学院/2018,2,-0.0417256915123003,1.0,0.0
中原工学院信息商务学院,1,-0.137149053357803,1.0,0.0
中国人民大学,1,-0.08445612750921752,1.0,0.0
中国人民武装警察指挥学院,1,-0.11987800036165214,1.0,0.0
中国人民解放军,1,-0.15368786847393578,1.0,0.0
中国人民解放军海军兵种指挥学院,1,-0.13729053648021722,1.0,0.0
中国传媒大学,1,-0.08398948275762022,1.0,0.0
中国地质大学,13,0.23676237016356236,0.9230769230769231,0.07692307692307687
中国地质大学(北京),2,-0.2159296183512363,0.5,0.5
中国地质大学(武汉),2,-0.018285552439821606,1.0,0.0
中国地质大学江城学院,9,0.07514407386096346,0.8888888888888888,0.11111111111111116
中国地质大学江城学院/2014,1,-0.06668831896706223,1.0,0.0
中国地质大学江城学院/2016,1,-0.25211529931875654,0.0,1.0
中国地质大学（武汉）,2,-0.1779813480531648,0.5,0.5
中国政法大学,1,-0.10228882334504645,0.0,1.0
中国民航大学,2,-0.19707278679080847,0.5,0.5
中国石油大学（华东）,1,-0.2999147272959147,0.0,1.0
中国矿业大学,1,-0.1422593186001371,1.0,0.0
中国矿业大学银川学院,1,-0.18634557781759295,1.0,0.0
中国科学院大学,1,-0.1361065899265782,1.0,0.0
中国科学院大学，中科院水生生物研究所,1,-0.11515562403388588,1.0,0.0
中国计算机涵授学院,1,-0.15673457672891608,1.0,0.0
中央广播电视大学,23,0.02735310429359207,0.8260869565217391,0.17391304347826086
中央民族大学,2,-0.0083710548850891,1.0,0.0
中山大学,1,-0.19318221841827093,0.0,1.0
中山大学（成人）,1,-0.13578677454308363,1.0,0.0
中州大学,2,-0.07693072359319897,1.0,0.0
云南农业大学,1,-0.17379056809430368,1.0,0.0
云南大学滇池学院,3,0.12179908454147975,1.0,0.0
云南师范大学,1,-0.11384601524038145,1.0,0.0
云南师范大学商学院,1,-0.1399605253419881,0.0,1.0
云南艺术学院,3,0.12157550440430354,1.0,0.0
云南财经大学,3,0.10190639798317935,1.0,0.0
五峰县,1,-0.14730804988927146,1.0,0.0
五邑大学,2,-0.0214637033067603,1.0,0.0
井冈山大学,1,-0.14054408702302423,1.0,0.0
交通职业学院,1,-0.15145007359023158,1.0,0.0
京桥大学,1,-0.17138424453298481,1.0,0.0
仙桃市职业学院,1,-0.17388205885304553,0.0,1.0
仙桃市职业技术学院,1,-0.1691305320245695,1.0,0.0
仙桃职业学院,21,0.0005843624920457114,0.8095238095238095,0.19047619047619047
仙桃职业学院/2018,1,-0.14119350933219144,1.0,0.0
仙桃职业学院/2019,2,-0.17909111958272425,0.5,0.5
仙桃职业技术学院,5,0.1428726657513801,1.0,0.0
仙桃职院,11,0.16294724481,0.9090909090909091,0.09090909090909094
佳木斯大学,1,-0.0834705116453358,1.0,0.0
信阳师范学院,2,-0.1929080695070643,0.5,0.5
兰州交通大学,1,-0.14289380231869356,1.0,0.0
兰州商学院,1,-0.08133094330712654,1.0,0.0
兴山一中,1,-0.19131132719641955,1.0,0.0
兴山县一中,5,-0.06699326489200379,0.6,0.4
兴山县电大,1,-0.16231693452858467,1.0,0.0
兴山县职业技术学院,1,-0.07921188308135832,1.0,0.0
兴山县职教中心,5,-0.13446478436230824,0.6,0.4
兴山县职高,1,-0.15593980967813378,1.0,0.0
兴山县高桥中学,1,-0.1968301389703314,1.0,0.0
兴山职教中心,1,-0.1968301389703314,1.0,0.0
其他,169,0.07560906199845496,0.8106508875739645,0.18934911242603547
其他　,1,-0.14244069682822647,1.0,0.0
其他大学,1,-0.16842421083165499,1.0,0.0
其他学校,6,-0.053811781624852485,0.8333333333333334,0.16666666666666663
其它,1,-0.18622179440597714,1.0,0.0
内蒙古大学,1,-0.14601448877664244,1.0,0.0
内蒙古民族大学,2,-0.03639143433499104,1.0,0.0
内蒙古科技大学,2,-0.4517102761859767,0.0,1.0
凯里学院,1,-0.17611746989630836,1.0,0.0
北三峡职业技术学院,1,-0.13823634781177804,1.0,0.0
北京中医药大学东方学院,1,-0.13445885071976363,1.0,0.0
北京体育大学,1,-0.1315792979689074,1.0,0.0
北京农业技术学院,1,-0.16663005991683816,1.0,0.0
北京化工大学,3,0.10302189801997434,1.0,0.0
北京外国语学院,1,-0.1522861451994329,1.0,0.0
北京大学医学院,1,-0.14008976815307542,1.0,0.0
北京市中国人民解放军装甲兵工程学院,1,-0.11250892671387816,1.0,0.0
北京市委党校,2,-0.17216745143530737,0.5,0.5
北京师范大学,1,-0.14710331409633992,1.0,0.0
北京广播电视大学,1,-0.11239522079575576,1.0,0.0
北京应用技术大学,1,-0.10702359554992959,1.0,0.0
北京林业大学,1,-0.1125477211071548,1.0,0.0
北京林业大学林学,1,-0.0666852641714354,1.0,0.0
北京物资学院,1,-0.09300830068298346,1.0,0.0
北京理工大学,1,-0.12757310351916318,1.0,0.0
北京社会科学院,1,-0.14413027792319735,1.0,0.0
北京科技经营管理学院,1,-0.15613601175075437,1.0,0.0
北京经济技术研修学院,1,-0.21401496280417937,0.0,1.0
北京联合大学,2,-0.01571532090209744,1.0,0.0
北京航空航天大学国际经济与贸易专业,1,-0.17250196940743412,0.0,1.0
北京语言大学,2,-0.05028224575652844,1.0,0.0
北京财经贸易管理学校,1,-0.11524469389609215,0.0,1.0
北京邮电大学网络学院,1,-0.15593980967813378,1.0,0.0
北方民族大学,2,-0.0060984836509086395,1.0,0.0
十堰大学,1,-0.1253323452342768,1.0,0.0
十堰职业技术学院,2,-0.14268197794410298,0.5,0.5
华东理工大学高等职业技术学院,1,-0.15434846139352687,0.0,1.0
华中农业大学,21,0.012739516630606407,0.8095238095238095,0.19047619047619047
华中农业大学楚天学院,14,-0.018078513952557513,0.7857142857142857,0.2142857142857143
华中农业大学楚天学院环境设计专业,1,-0.2772443612031682,0.0,1.0
华中师范大学,22,0.0006858658674096327,0.7727272727272727,0.2272727272727273
华中师范大学会计专业,2,0.005337469407912035,0.0,1.0
华中师范大学传媒学院,1,-0.21795382269292354,0.0,1.0
华中师范大学学前教育专业,1,-0.22907511846167486,0.0,1.0
华中师范大学武汉传媒学院,6,0.23864661652427896,1.0,0.0
华中师范大学武汉传媒学院/2019,1,-0.14672507644593039,1.0,0.0
华中师范大学汉口分校,9,-0.0754629620060224,0.6666666666666666,0.33333333333333337
华中法商专修学院,1,-0.1471198551329009,1.0,0.0
华中科技大学,15,0.05215625935531836,0.8666666666666667,0.1333333333333333
华中科技大学文化学院,1,-0.163467624993415,1.0,0.0
华中科技大学文华学院,8,0.0032662391366071308,0.875,0.125
华中科技大学武昌分校,18,0.11375277775429346,0.8888888888888888,0.11111111111111116
华中科技大学武昌分校/2009,1,-0.18265609643798372,1.0,0.0
华中科技大学武昌分校/2015,3,-0.22131675957289818,0.3333333333333333,0.6666666666666667
华中科技大学武昌分校/2016,1,-0.19165121945955513,1.0,0.0
华农楚天学院,1,-0.15033791165891258,1.0,0.0
华北水利水电大学,1,-0.11232972485232283,1.0,0.0
华北电力大学,1,-0.10430616999796483,1.0,0.0
华南师范大学,2,-0.012611178684281368,1.0,0.0
华南理工大学,1,-0.11747747904968049,1.0,0.0
华科大武昌分校,2,-0.1937165839631845,0.5,0.5
南京信息工程大学滨江学院/2019,1,-0.1515310164116923,1.0,0.0
南京特殊教育师范学院,1,-0.10456616631349458,1.0,0.0
南京理工大学,5,-0.05622665113660411,0.8,0.19999999999999996
南京航空航天大学,1,-0.14058394762176896,1.0,0.0
南京财经大学,1,-0.11979214974699132,0.0,1.0
南京邮电大学,1,-0.12899294448672563,1.0,0.0
南京陆军指挥学院,1,-0.16574639719284026,1.0,0.0
南华大学,2,-0.03101968060009301,1.0,0.0
南宁师范大学,1,-0.09414753009043776,1.0,0.0
南昌大学,1,-0.21152445232361738,0.0,1.0
南昌大学科技学院,1,-0.13229594471961562,1.0,0.0
南昌理工学院,3,-0.1666703882957671,0.3333333333333333,0.6666666666666667
南昌理工学院/2012,1,-0.1860144386005291,1.0,0.0
南昌科技职业技术学院,1,-0.16497794441549682,1.0,0.0
南通大学,1,-0.1200716534804703,1.0,0.0
南阳理工学院,1,-0.13957825184746653,1.0,0.0
厦门大学,1,-0.1236462851656559,1.0,0.0
合肥工业大学,1,-0.13445885071976363,1.0,0.0
吉林体育学院,1,-0.12445498723827801,1.0,0.0
吉林俄语专修学院,1,-0.1632347838863834,1.0,0.0
吉林农业工程职业技术学院,1,-0.16399871298876417,0.0,1.0
吉林化工学院,1,-0.09877585704538258,1.0,0.0
吉林医药学院,1,-0.1414001143800343,1.0,0.0
吉林大学,5,0.1859991507901102,1.0,0.0
吉林师范大学,1,-0.1510369934484302,1.0,0.0
吉林建筑大学,3,-0.23535039093911256,0.3333333333333333,0.6666666666666667
吉林艺术学院,1,-0.1314902240182207,1.0,0.0
咸宁学院,3,-0.1013003206950257,0.3333333333333333,0.6666666666666667
咸宁职业技术学校,1,-0.1611075304925075,1.0,0.0
咸宁职业技术学院,9,0.053765961706573946,0.8888888888888888,0.11111111111111116
咸宁职业计术学院,1,-0.13055450310200634,1.0,0.0
哈尔滨医科大学,1,-0.31781162266169594,0.0,1.0
哈尔滨工业大学,1,-0.10866637470536793,1.0,0.0
哈尔滨理工大学,1,-0.1285308284635566,1.0,0.0
哈尔滨船院,1,-0.12210281860937147,1.0,0.0
嘉兴学院,2,-0.046328212835448246,1.0,0.0
四川传媒学院,1,-0.15381672848080877,1.0,0.0
四川外国语大学成都学院,2,-0.056462232611557715,1.0,0.0
四川大学,1,-0.2754629495217866,0.0,1.0
四川大学锦城学院,1,-0.14106926192687794,1.0,0.0
四川工程职业技术学院,1,-0.15181917373642764,1.0,0.0
四川民族学院,1,-0.11802268578877669,1.0,0.0
四川电子机械职业技术学院   ,1,-0.1945431569912749,0.0,1.0
四川电影电视学院,1,-0.15088783741592787,1.0,0.0
四川省南充市高级中学,1,-0.11285598951243847,1.0,0.0
四川轻化工大学,1,-0.1348929150434197,0.0,1.0
四川音乐学院绵阳艺术学院,1,-0.1464542161579284,1.0,0.0
国内大学,2,-0.09530893912097206,0.0,1.0
国家开发大学,1,-0.12106839521757311,1.0,0.0
国家开放大学,30,0.010543711521852123,0.8,0.19999999999999996
国家开放大学【自修】,1,-0.28796641113079363,0.0,1.0
国家开放学前教育,1,-0.15390966554901683,1.0,0.0
国际开放大学,1,-0.1455301354664289,0.0,1.0
土门机电工程学院,1,-0.28947225924718645,0.0,1.0
土门职高,1,-0.16623848691674162,1.0,0.0
大专院校,1,-0.21152445232361738,0.0,1.0
大学,29,-0.05702621770201928,0.6896551724137931,0.31034482758620685
大学专科,1,-0.15040042965272848,1.0,0.0
大学本科,3,-0.16997623978270196,0.6666666666666666,0.33333333333333337
大学本科院校,1,-0.21152445232361738,0.0,1.0
大理大学,2,-0.030571220754824643,1.0,0.0
大连大学/2019,2,-0.04717045403286095,1.0,0.0
大连工业大学,1,-0.2502029186470918,0.0,1.0
大连海事大学,1,-0.31194732759351634,0.0,1.0
大连海事大学继续教育学院,1,-0.11376773833993885,1.0,0.0
大连理工大学,3,-0.19817091926336802,0.6666666666666666,0.33333333333333337
大连职工大学,1,-0.16356679958085107,1.0,0.0
大连艺术学院,2,-0.013290239347080946,1.0,0.0
天津中医药大学,1,-0.1449858925802495,1.0,0.0
天津商业大学,3,0.11571579835780553,1.0,0.0
天津城建大学,1,-0.10389689825177204,1.0,0.0
天津工业大学,2,-0.13425728915342733,0.5,0.5
天津师范大学,1,-0.1471198551329009,1.0,0.0
天门职业学院,1,-0.13361132736377018,1.0,0.0
太原师范学院,1,-0.2738437419157759,0.0,1.0
太原理工大学,2,-0.0377457095542084,1.0,0.0
孝感学院,2,-0.01657585876876316,1.0,0.0
孝感学院新技术学院,1,-0.11533118617105648,1.0,0.0
孝感职业技术学院,1,-0.1606807969970552,1.0,0.0
安徽大学,1,-0.1511205142566112,1.0,0.0
宜昌三峡电力职业技术学院,1,-0.166277265198544,1.0,0.0
宜昌三峡职业技术学院,2,-0.02032657012868424,1.0,0.0
宜昌农业学校,1,-0.10645003148788906,1.0,0.0
宜昌县电大,1,-0.1606909345311524,1.0,0.0
宜昌地区电大,1,-0.09834841558886062,0.0,1.0
宜昌市三峡技术学院,1,-0.22933520152908501,0.0,1.0
宜昌市三峡电力学院,1,-0.17133303814122158,1.0,0.0
宜昌市党校,2,-0.13877340218331177,0.5,0.5
宜昌市十四中,1,-0.15673457672891608,1.0,0.0
宜昌市委党校,1,-0.06696253436918861,0.0,1.0
宜昌市工业学校,1,-0.1305031131480549,1.0,0.0
宜昌市广播电视大学,4,-0.11914923267011857,0.75,0.25
宜昌市机电工程学校,3,-0.1702934985564174,0.6666666666666666,0.33333333333333337
宜昌市电大五峰分校,1,-0.23726951203817048,0.0,1.0
宜昌市第三技校,1,-0.24039474607103745,1.0,0.0
宜昌市高级技工学校,1,-0.18622179440597714,1.0,0.0
宜昌师专,1,-0.15134226754934907,1.0,0.0
宜昌广播电视信息大学,1,-0.14262805754636246,0.0,1.0
宜昌广播电视大学,8,-0.18856765757299399,0.375,0.625
宜昌教育学院,4,-0.10870139132368209,0.75,0.25
宜昌水利水电学校,1,-0.14675281951504426,1.0,0.0
宜昌电大,5,0.13986836633967364,1.0,0.0
宜昌经济学院,1,-0.16356679958085107,1.0,0.0
宜昌船舶职业技术学院,1,-0.2182034841047812,0.0,1.0
宜春学院,3,0.1025456358792514,1.0,0.0
宜春学院/2017,1,-0.1471198551329009,1.0,0.0
宜都二中,2,-0.18869904363239182,0.5,0.5
宜都市广播电视大学,1,-0.14974543956613898,1.0,0.0
宜都市第二高级中学,2,-0.10286880608789906,0.5,0.5
宜都市职教中心,2,-0.04769156289722357,1.0,0.0
宜都清江职高,1,-0.17117181064714995,1.0,0.0
宜都职工教育中心,1,-0.19413763842497983,1.0,0.0
对外经济贸易大学,1,-0.16869086982401127,1.0,0.0
山东体育学院,1,-0.29636655952618807,0.0,1.0
山东协和学院,2,-0.019767098056594216,1.0,0.0
山东工商学院,1,-0.1405392222849545,1.0,0.0
山东工商学院/2018,1,-0.1456323817265501,1.0,0.0
山东师范大学,1,-0.15704806341566252,1.0,0.0
山东师范大学/2017/新闻学,1,-0.15704806341566252,1.0,0.0
山东德州学院,1,-0.24051218036605243,0.0,1.0
山西传媒学院,5,-0.07670709590461659,0.8,0.19999999999999996
山西农业大学,2,-0.1993030298066638,0.5,0.5
山西农业大学农业机械化工程专业,1,-0.20274561607432326,1.0,0.0
山西医科大学,1,-0.07534724319838743,1.0,0.0
山西大学,2,-0.16668941102392115,0.5,0.5
山西财经大学,1,-0.10759194586877037,1.0,0.0
岳阳师范学院,1,-0.15721871506939306,1.0,0.0
巴东神龙溪高中,1,-0.11684352707088139,1.0,0.0
常州工程职业技术学院,1,-0.11376773833993885,1.0,0.0
广东工业大学/2018自考,1,-0.16497794441549682,1.0,0.0
广东工贸职业技术学院,1,-0.14816741146773568,1.0,0.0
广东广州东莞学院,1,-0.15010602003751433,1.0,0.0
广东技术师范学院天河学院,1,-0.11424229229147709,1.0,0.0
广东海洋大学,2,-0.19549463837103825,0.5,0.5
广东省外语艺术职业学院,1,-0.14904531816087843,0.0,1.0
广州中医药大学,1,-0.06262829335910716,1.0,0.0
广州大学,3,-0.1722965538229622,0.3333333333333333,0.6666666666666667
广州大学松田学院,2,-0.014361772555300568,1.0,0.0
广州市暨南大学,2,-0.021020999585964425,1.0,0.0
广州番禹职业技术学院,2,-0.2070628874736298,0.5,0.5
广播电视大学,1,-0.2347995395933055,0.0,1.0
广西区自治区高校桂林理工大学,1,-0.16870634745395224,1.0,0.0
广西师范大学民族教育专业,1,-0.12798311581249472,1.0,0.0
广西师范大学漓江学院,1,-0.1582085362260174,1.0,0.0
广西民族大学,2,-0.027661549598751542,1.0,0.0
广西民族师范学院,1,-0.09404800030829387,1.0,0.0
广西河池学院,1,-0.20601071973114346,1.0,0.0
广西科技大学鹿山学院,1,-0.34199785762146867,0.0,1.0
广西科技大学鹿山学院/2016,1,-0.34199785762146867,0.0,1.0
广西艺术学院,3,0.08412631271035272,1.0,0.0
廊坊师范学院/2018,2,-0.04717045403286095,1.0,0.0
延边大学,2,-0.14907439132708045,0.5,0.5
徐州工业职业技术学院,1,-0.1537675318609209,1.0,0.0
忻州师范学院/2018,1,-0.1450475114752355,1.0,0.0
恩施市中等职业技术学校,1,-0.17225260364696696,0.0,1.0
恩施职业技术学院,2,-0.14259944488994938,0.0,1.0
成人大专,1,-0.15010602003751433,1.0,0.0
成都东软学院,1,-0.1464401033388922,1.0,0.0
成都中医药大学,1,-0.09414753009043776,1.0,0.0
成都体育学院,1,-0.1499802252502561,1.0,0.0
成都信息工程大学（2019应届毕业生）,1,-0.07061157550645779,1.0,0.0
成都医学院,2,-0.026405305071377633,1.0,0.0
