c_aac182,样本数,SHAP均值,就业率,失业率
70000,27,0.2220941471470063,0.7037037037037037,0.2962962962962963
70100,7,0.2179816558198798,0.8571428571428571,0.1428571428571429
70102,1,0.13969682215751036,1.0,0.0
70200,6,0.2579597233354719,0.8333333333333334,0.16666666666666663
70201,2,0.03655846617634778,1.0,0.0
70202,1,-0.20651918086277563,0.0,1.0
70300,10,0.25814816607637525,1.0,0.0
70302,3,0.10978965344508375,1.0,0.0
70400,13,0.3378290065569984,0.6923076923076923,0.3076923076923077
70407,4,0.008881928350520084,1.0,0.0
70500,1,0.13843332556954055,1.0,0.0
70700,3,0.12204896558218287,1.0,0.0
70799,1,0.1424801423203197,1.0,0.0
71200,29,0.2555423464094402,0.896551724137931,0.10344827586206895
71300,1,-0.00996546358557198,0.0,1.0
71400,11,0.26246197298186386,0.9090909090909091,0.09090909090909094
71500,5,0.1934247185279352,0.8,0.19999999999999996
71600,23,0.3150456118725982,0.9130434782608695,0.08695652173913049
80000,62,0.2536743945064097,0.9032258064516129,0.09677419354838712
80100,4,0.0716721291557561,1.0,0.0
80106,1,0.4316601801011646,1.0,0.0
80155,2,0.3070980428619326,1.0,0.0
80200,2,0.26612539934046336,0.5,0.5
80208,2,0.3495786715799476,0.5,0.5
80299,1,0.16744322416750038,1.0,0.0
80300,42,0.2675291745118496,0.9047619047619048,0.09523809523809523
80301,2,0.2366810140951705,1.0,0.0
80306,5,0.26079095704120425,0.6,0.4
80308,1,0.05251146301169155,0.0,1.0
80310,1,0.14385764686813568,1.0,0.0
80318,2,0.1004565701157443,1.0,0.0
80356,1,0.17500376550715893,1.0,0.0
80399,3,0.31116734140834934,0.6666666666666666,0.33333333333333337
80600,18,0.22247829744747685,0.8333333333333334,0.16666666666666663
80605,1,0.29064817841308727,1.0,0.0
80606,11,0.18881525648615535,0.9090909090909091,0.09090909090909094
80655,5,0.1891539868665265,0.6,0.4
80700,25,0.29575993297737946,0.92,0.07999999999999996
80704,2,0.35626650253239134,1.0,0.0
80709,5,0.12001712770781156,0.8,0.19999999999999996
80710,1,0.14385764686813568,1.0,0.0
80712,1,0.17987146319189015,1.0,0.0
80713,1,0.2635097973025659,1.0,0.0
80714,2,0.43586307456371337,0.5,0.5
80716,5,0.11613518425314495,0.8,0.19999999999999996
80717,5,0.06317587916216369,0.8,0.19999999999999996
80722,9,0.2864757614040488,0.8888888888888888,0.11111111111111116
80724,1,0.15737414920871684,0.0,1.0
80760,1,0.17111127023218284,1.0,0.0
80800,24,0.22065117203277973,0.8333333333333334,0.16666666666666663
80801,2,0.23835100043653784,1.0,0.0
80802,1,0.1426802520201089,1.0,0.0
80803,13,0.20162295345379466,0.8461538461538461,0.15384615384615385
80812,11,0.31084237488029376,1.0,0.0
80851,1,0.2550637211793024,1.0,0.0
80852,1,0.07472891325005614,1.0,0.0
80853,1,0.440391128437442,1.0,0.0
80855,1,0.09994274346883832,1.0,0.0
80900,6,0.2352571549702233,0.8333333333333334,0.16666666666666663
80902,3,0.16344009401114382,0.6666666666666666,0.33333333333333337
80906,3,0.09265587336863834,0.6666666666666666,0.33333333333333337
80953,1,0.1697802815094569,1.0,0.0
81000,4,0.033534558475322954,0.75,0.25
81100,6,0.25514602237311607,0.6666666666666666,0.33333333333333337
81101,1,0.2820598755258617,1.0,0.0
81102,1,0.29268892357301207,1.0,0.0
81200,10,0.2952978124778799,0.7,0.30000000000000004
81201,1,0.35385116701735775,1.0,0.0
81205,1,0.2788961286735712,0.0,1.0
81212,2,0.17602706597910456,1.0,0.0
81213,1,0.3284153488446627,1.0,0.0
81214,4,0.30182567903175306,0.5,0.5
81300,4,0.12137275803391648,0.75,0.25
81367,1,0.17247777193463318,1.0,0.0
81400,2,0.2352648824525777,1.0,0.0
81500,1,0.13843332556954055,1.0,0.0
81600,2,-0.24664483017809657,0.0,1.0
81700,14,0.25846202740087426,0.9285714285714286,0.0714285714285714
81703,1,0.15190396261257919,1.0,0.0
81758,1,0.27513914694807795,1.0,0.0
82100,10,0.19408205571800768,0.8,0.19999999999999996
82199,2,0.31899379482232254,1.0,0.0
82200,15,0.22690930371578028,0.9333333333333333,0.06666666666666665
82203,1,0.49563369183058414,1.0,0.0
82210,2,0.07918887729765751,1.0,0.0
82261,1,0.16725932755969994,1.0,0.0
90000,19,0.25542949709997415,0.8947368421052632,0.10526315789473684
90100,2,0.22691626782109045,1.0,0.0
90101,1,0.2865880752900289,1.0,0.0
90107,1,0.31707963696702846,1.0,0.0
90110,3,0.2801631063274251,1.0,0.0
90300,4,0.026820470340112222,1.0,0.0
90301,3,0.1123270211698849,1.0,0.0
90302,1,0.34787037199780096,1.0,0.0
90400,2,0.23412799510007465,0.5,0.5
90401,2,0.17801388493664363,0.0,1.0
90402,1,0.1813046368010945,1.0,0.0
90409,1,0.4055628859118626,1.0,0.0
90600,27,0.2384128914678016,0.8518518518518519,0.14814814814814814
990000,2467,-0.15307016283169994,0.7965139845966761,0.2034860154033239
nan,781,-0.01078934026031724,0.8002560819462228,0.19974391805377723
所学专业代码,1,0.46924639186630374,0.0,1.0
